"fecha","plataforma","usuarios_unicos","latencia_ms","errores_5xx","tiempo_caida_min","carga_cpu_pct","carga_memoria_pct","registro_incompleto"
"2025-10-18","Moodle","359","121.93544462997","3","2","62.5371842188214","81.8282000594515","0"
"2025-10-19","Moodle","352","188.856157218055","3","1","60.0792480623139","58.8084855251919","0"
"2025-10-20","Moodle","359","123.91241697649","1","1","66.1243641389582","50.4998755092533","0"
"2025-10-21","Moodle","341","198.534374032347","2","1","62.5325584667987","46.3037224715452","0"
"2025-10-22","Moodle","347","251.850118435724","1","2","67.5565121406741","56.5557972024917","0"
"2025-10-23","Moodle","1086","205.504617225053","1","0","54.8099950472713","44.4562118852167","0"
"2025-10-24","Moodle","355","210.163625323776","5","5","73.8960387544555","64.2642669800126","0"
"2025-10-25","Moodle","349","266.639862307805","1","2","41.9793698687993","89.7538646939477","0"
"2025-10-26","Moodle","333","217.756038776342","2","4","71.4163187347737","53.5552074286807","0"
"2025-10-27","Moodle","378","180.166128201692","2","3","60.8895867601576","45.669258429939","0"
"2025-10-28","Moodle","349","170.199413448593","2","1","72.8593436917153","44.8382539931619","0"
"2025-10-29","Moodle","333","203.715381254496","3","5","58.2553403083545","62.9839529331335","0"
"2025-10-30","Moodle","354","151.447978506814","1","2","56.3730831608752","53.8603009821151","0"
"2025-10-31","Moodle","325","166.563420086552","0","2","64.5914968845043","85.6336634704552","0"
"2025-11-01","Moodle","363","157.915098754253","5","4","38.6408948214469","49.1941161979376","0"
"2025-11-02","Moodle","1026","213.767970182144","0","3","60.5253859884668","56.6991360001844","0"
"2025-11-03","Moodle","323","216.174241292185","2","2","37.0583667303915","38.6861151620782","0"
"2025-11-04","Moodle","349","170.152568994412","2","4","65.4471710779088","74.7058811216657","0"
"2025-11-05","Moodle","376","187.093202855025","3","0","52.4075286389634","29.0451460296517","0"
"2025-11-06","Moodle","365","161.327953499231","1","2","42.3025178506186","73.4361399736494","0"
"2025-11-07","Moodle","369","165.86317398145","1","1","55.7060251226252","58.2197405332733","0"
"2025-11-08","Moodle","380","146.852982159559","0","2","38.5892431281121","29.6755352066707","0"
"2025-11-09","Moodle","367","205.782128509626","1","1","54.297891859381","63.9706818795881","0"
"2025-11-10","Moodle","323","161.604127127878","0","4","47.2578029950827","73.1202518317194","0"
"2025-11-11","Moodle","338","211.516333676577","4","1","46.5504406771436","57.919633577903","0"
"2025-11-12","Moodle","345","120.130173478419","3","7","63.4608663264951","44.5117139448574","0"
"2025-11-13","Moodle","344","156.197093275165","4","3","31.7639720038437","50.3839774115566","0"
"2025-11-14","Moodle","357","208.676453828748","2","4","61.7262928584382","63.7356518798863","0"
"2025-11-15","Moodle","308","224.893255405525","4","2","56.1704550137636","55.2260945654698","0"
"2025-11-16","Moodle","333","188.701460699893","3","2","50.4841078167347","58.6053065268695","0"
"2025-11-17","Moodle","342","114.762584469182","4","2","49.8275077498285","66.8241279804287","0"
"2025-11-18","Moodle","366","252.324841995529","2","5","57.6175855743922","61.5766668029158","0"
"2025-11-19","Moodle","341","170.847302346459","2","4","44.7547290559908","59.6228488302357","0"
"2025-11-20","Moodle","366","161.735156409933","1","2","60.1380028769776","68.6733579237639","0"
"2025-11-21","Moodle","352","183.836005320277","3","4","55.3276814237288","42.244722854362","0"
"2025-11-22","Moodle","336","212.271299176122","1","0","40.7980568252325","68.3436228082162","0"
"2025-11-23","Moodle","352","139.189684204057","0","2","67.1345979195619","62.0854721076965","0"
"2025-11-24","Moodle","328","204.664537991262","4","2","52.5559484428383","64.7492130533646","0"
"2025-11-25","Moodle","1074","135.253115479409","1","5","42.3512372104602","61.1193480120739","0"
"2025-11-26","Moodle","372","719.824206821056","2","0","57.3030300131577","60.1306225115265","0"
"2025-11-27","Moodle","369","160.690460652603","2","4","51.8546579681701","53.4744375214962","0"
"2025-11-28","Moodle","377","466.399706710441","4","5","61.712674201575","54.8271752720439","0"
"2025-11-29","Moodle","366","183.753516973987","1","3","59.812097858494","84.3965973936447","0"
"2025-11-30","Moodle","359","180.755329153431","1","2","42.4284483256051","55.8672226366518","0"
"2025-12-01","Moodle","346","167.385222485299","2","2","71.5698527491856","75.1300053501959","0"
"2025-12-02","Moodle","340","150.189461586677","2","0","42.7835255469684","60.2240342586277","0"
"2025-12-03","Moodle","349","163.066267246648","3","5","63.298207739819","84.1938835349125","0"
"2025-12-04","Moodle","384","223.272296037227","1","1","41.2455823634201","62.4419602435429","0"
"2025-12-05","Moodle","360","279.923085212968","7","1","50.5193931644425","74.6977305416668","0"
"2025-12-06","Moodle","357","194.866290476101","0","3","55.8103693879596","62.2158855286439","0"
"2025-12-07","Moodle","341","147.025817938701","2","4","41.2590887798582","84.1058883032985","0"
"2025-12-08","Moodle","336","149.021149418655","3","1","61.5753186294832","60.0144416509477","0"
"2025-12-09","Moodle","377","155.780993862031","2","3","47.9295555282276","76.8595581438688","0"
"2025-12-10","Moodle","351","204.211117270099","2","3","52.3769765257427","61.7816121708837","0"
"2025-12-11","Moodle","343",NA,"1","9","85.1787054450802","61.1095772657842","1"
"2024-12-12","SIGE","176","131.406628607724","0","3","50.9649858483558","63.7240907670285","0"
"2024-12-13","SIGE","152","328.991624041261","2","2","45.2691113711743","75.8710413498359","0"
"2024-12-14","SIGE","179","186.021994729197","4","4","64.8434336588412","58.2617252987487","0"
"2024-12-15","SIGE","181","245.846340147879","0","4","43.0797484877591","52.3355352735116","0"
"2024-12-16","SIGE","182","218.281743697027","2","2","51.8604864589037","60.2038739970197","0"
"2024-12-17","SIGE","170","134.346568872516","4","6","68.3156580260137","70.1355745674987","0"
"2024-12-18","SIGE","185","316.138390774033","3","2","48.7686276269542","48.2955369346034","0"
"2024-12-19","SIGE","159","102.511002380264","1","2","49.3995216538872","60.6446692512067","0"
"2024-12-20","SIGE","190","188.934338898896","1","2","57.1963344250729","66.8351210305283","0"
"2024-12-21","SIGE","174","206.149322839439","2","4","55.1865059745973","52.0382235961617","0"
"2024-12-22","SIGE",NA,"200.21664973395","2","5","54.0207756988551","79.8676177821535","1"
"2024-12-23","SIGE","161","228.869819132322","4","5","45.9310508572851","61.5091026199076","0"
"2024-12-24","SIGE","187","105.370145285555","0","5","64.0093735803024","56.99059617064","0"
"2024-12-25","SIGE","180","258.570430204207","1","5","61.5651992973081","64.5453066715917","0"
"2024-12-26","SIGE","177","232.481764827364","3","2","53.5970131979578","67.9154872366635","0"
"2024-12-27","SIGE","600","267.597905264182","3","4","77.315470872135","48.2901303732472","0"
"2024-12-28","SIGE","555","242.529734258613","1","5","50.5152796573706","65.1062220741948","0"
"2024-12-29","SIGE","175","212.525261479002","1","6","45.8065566882448","59.6047012464854","0"
"2024-12-30","SIGE","185","202.871706940096","1","3","68.9403448145854","47.4787568846644","0"
"2024-12-31","SIGE","174","220.394365208623","2","3","66.3188036176548","60.7026115311278","0"
"2025-01-01","SIGE","173","175.076063817274","4","2","96.9874143648647","65.6176525101573","0"
"2025-01-02","SIGE","179",NA,"0","4","61.0994185992614","87.8138589300076","1"
"2025-01-03","SIGE","165","231.196044471767","1","5","47.1466581086484","48.4901014199054","0"
"2025-01-04","SIGE","191","184.827806454918","3","4","75.8572642871092","69.2772915080968","0"
"2025-01-05","SIGE","546","679.547520980929","3","4","71.8388767543654","81.7052176785755","0"
"2025-01-06","SIGE","196","195.571163318664","2","4","50.9162921361864","74.9631689740146","0"
"2025-01-07","SIGE","203","169.16813872485","0","4","45.0342170573148","62.114781252521","0"
"2025-01-08","SIGE","176","304.588215224705","3","1","59.7757765013265","43.1626960312214","0"
"2025-01-09","SIGE","163","229.705942506214","1","4","57.4865500688145","72.8308861265909","0"
"2025-01-10","SIGE","198","270.046448300263","2","2","59.3165050041379","56.5132329985995","0"
"2025-01-11","SIGE","178","146.346318960727","3","5","77.9550588125307","73.8555734026786","0"
"2025-01-12","SIGE","201","228.170148993158","1","7","47.1934690276368","31.1590411088191","0"
"2025-01-13","SIGE","162","934.679718471729","0","6","45.4582554178192","61.4633223819168","0"
"2025-01-14","SIGE","175","196.366169608356","1","5","50.6186814763969","48.4631641091087","0"
"2025-01-15","SIGE","181","193.152306641912","1","4","45.8537016230669","57.0327336892077","0"
"2025-01-16","SIGE","173","282.057809763418","4","3","60.994142376474","46.223423715222","0"
"2025-01-17","SIGE",NA,"275.251727376725","1","2","63.5858596871626","62.2463657616588","1"
"2025-01-18","SIGE","157","165.051969035983","2","0","52.4394488496112","77.3269780170799","0"
"2025-01-19","SIGE","178","219.512564237136","2","2","51.478935546791","68.9724372001732","0"
"2025-01-20","SIGE","175","262.400922369841","4","4","63.8147591953212","86.2026627111042","0"
"2025-01-21","SIGE","181","240.722978387571","3","2","39.3666071849851","50.9217718460233","0"
"2025-01-22","SIGE","166","243.69241532379","4","3","47.2877397948379","74.5049648972188","0"
"2025-01-23","SIGE","178","162.926369745349","2","2","48.3439697097597","76.3786602302485","0"
"2025-01-24","SIGE","186","188.054101603861","2","1","47.2125029191111","44.980998195054","0"
"2025-01-25","SIGE","185","210.963485222238","1","3","53.6517467071283","55.5739537726257","0"
"2025-01-26","SIGE","184","190.223623989654","0","1","60.7127112340724","54.9826954621811","0"
"2025-01-27","SIGE","171","157.120602933907","2","0","43.9369572076481","75.884359681547","0"
"2025-01-28","SIGE","152","219.155130429653","0","4","44.1934860767129","46.2558376496535","0"
"2025-01-29","SIGE","182","176.649811928171","3","2","54.8715040176498","66.586201795112","0"
"2025-01-30","SIGE","151","213.887082833543","4","3","50.3155587577212","65.4346475569168","0"
"2025-01-31","SIGE","185","304.504164481231","3","5","54.3799360390274","36.4724397826683","0"
"2025-02-01","SIGE","198","236.628251677819","3","4","68.1706519222233","58.752591297926","0"
"2025-02-02","SIGE","179","235.196881655084","0","2","52.4911739546909","47.0505678434792","0"
"2025-02-03","SIGE","200","260.896003407101","2","2","45.8670729129121","52.0800483668265","0"
"2025-02-04","SIGE","178","163.073807856172","3","3","85.6422902390372","60.1910115650846","0"
"2025-02-05","SIGE","163","188.979610784672","1","2","66.3677416480069","69.3922049925724","0"
"2025-02-06","SIGE","185","235.397226864884","2","4","59.9246584342407","41.8750822784156","0"
"2025-02-07","SIGE","184","308.664726025347","3","3","61.3509453384955","77.4530913569243","0"
"2025-02-08","SIGE","179","229.21092008402","0","5","40.9061689641173","63.6977006552826","0"
"2025-02-09","SIGE","182","221.382092156313","3","5","32.2019331446417","49.7004835511626","0"
"2025-02-10","SIGE","194","341.750211309922","5","3","64.7116688750085","51.4392841177921","0"
"2025-02-11","SIGE","163","336.402075583654","0","1","49.6439118017261","52.2470204992615","0"
"2025-02-12","SIGE","211","254.786862168699","2","3","60.0596714862056","47.7545514928367","0"
"2025-02-13","SIGE","185","237.3040864622","2","5","35.8184715487762","58.6582348781536","0"
"2025-02-14","SIGE","199","748.689782072962","2","3","52.6087438088369","51.9122704287417","0"
"2025-02-15","SIGE","159","149.925615819997","1","5","53.7234733050894","70.5314235397252","0"
"2025-02-16","SIGE","183","229.255575706826","1","3","74.6031924566953","74.1016021121378","0"
"2025-02-17","SIGE","183","181.025300618218","3","2","57.8419823228174","70.3707298636735","0"
"2025-02-18","SIGE","174",NA,"4","1","43.2682425939954","77.547521087267","1"
"2025-02-19","SIGE","184",NA,"2","4","56.5521642288833","48.5374612310395","1"
"2025-02-20","SIGE","170","217.838092863903","8","4","67.2517940728301","57.826869113977","0"
"2025-02-21","SIGE","187","136.647692291458","3","1","47.1240823333855","36.6161556181438","0"
"2025-02-22","SIGE","161","203.313348843131","2","1","45.9802179578063","62.4781829940761","0"
"2025-02-23","SIGE","185","247.594941916282","1","1","54.5549255435768","74.0614737273358","0"
"2025-02-24","SIGE","148","148.537614191414","2","2","56.8576476682513","61.5791084542086","0"
"2025-02-25","SIGE","159","133.967106500362","2","3","63.8229478566647","61.4419169216777","0"
"2025-02-26","SIGE","200","265.546980729515","4","2","39.4931478275951","45.4737966934617","0"
"2025-02-27","SIGE","179","281.797720291341","2","4","66.2991108673171","61.2854189071046","0"
"2025-02-28","SIGE","194","189.468979455387","2","0","37.6000525933458","51.1672003548436","0"
"2025-03-01","SIGE","170","228.652866857747","5","1","54.8465103406222","71.4930778918616","0"
"2025-03-02","SIGE","169","150.930224498202","1","1","59.0076761222726","63.4407858148517","0"
"2025-03-03","SIGE","182","211.845046448289","3","2","50.9292403350609","70.6709314006343","0"
"2025-03-04","SIGE","172","181.63506858564","2","3","40.0194403403854","61.293723912846","0"
"2025-03-05","SIGE","188","121.441891068731","3","3","68.0604555043853","50.8145358511709","0"
"2025-03-06","SIGE","178","279.545745564555","2","1","61.571660582495","66.6186687854242","0"
"2025-03-07","SIGE","183","210.038635898929","4","3","51.3856087392588","75.7957773398531","0"
"2025-03-08","SIGE","176","241.446931624625","0","1","45.3694250780563","73.6874643717741","0"
"2025-03-09","SIGE","152","160.221417513789","3","3","77.5284155645806","50.5408504981381","0"
"2025-03-10","SIGE","177","172.868007653498","3","7","63.7749670509889","80.5477083225447","0"
"2025-03-11","SIGE","164","174.345348764234","0","5","73.4965394786941","55.0664274627563","0"
"2025-03-12","SIGE","181","240.024834789121","3","1","62.630352399361","43.4527509108096","0"
"2025-03-13","SIGE","168","148.137729950586","5","3","50.2678746856889","63.8721006779051","0"
"2025-03-14","SIGE","157","177.912555679523","2","1","58.1333169351139","76.6822443839202","0"
"2025-03-15","SIGE","183","199.82724148786","1","3","31.5147985182776","60.5371297151902","0"
"2025-03-16","SIGE","185","333.787692725228","1","4","61.9344264631647","43.7244133047328","0"
"2025-03-17","SIGE","169","245.876213021964","2","8","52.0103669990459","52.7192431062405","0"
"2025-03-18","SIGE","189","118.865887311824","1","4","64.4461532669268","60.7565664002493","0"
"2025-03-19","SIGE","166","219.453367722044","1","5","43.9980696179437","57.7339481910698","0"
"2025-03-20","SIGE","162","266.999822896056","2","3","51.307778207707","52.7305752361917","0"
"2025-03-21","SIGE","189","230.304715973385","6","1","42.4402914675353","54.678860995896","0"
"2025-03-22","SIGE","159","293.697936687878","3","4","68.8667380501127","74.8972693286606","0"
"2025-03-23","SIGE","151","149.363185075761","2","3","47.8560765815683","71.5990356830219","0"
"2025-03-24","SIGE","177","219.183546664173","0","2","42.3083913068132","80.8676551349786","0"
"2025-03-25","SIGE","171","298.610194894755","1","3","57.11199278055","78.8671393203118","0"
"2025-03-26","SIGE","152","254.618379368052","2","2","58.4329148637749","54.2918885119823","0"
"2025-03-27","SIGE","157","225.010551845903","0","1","58.4525356774338","72.2510111432002","0"
"2025-03-28","SIGE","191","197.15514387989","0","3","57.3717092386755","62.7962177051636","0"
"2025-03-29","SIGE","185","163.085996820978","2","2","54.2556878060865","63.3384589364752","0"
"2025-03-30","SIGE","196","166.222031483404","3","0","44.4631745518632","63.4387264075319","0"
"2025-03-31","SIGE","153","192.015662304359","2","1","67.2475844585266","45.7852855297776","0"
"2025-04-01","SIGE","148","191.780917738331","3","3","47.8723652106983","77.4579045513504","0"
"2025-04-02","SIGE","159","301.447765438711","4","2","62.6818869919841","49.2711804384554","0"
"2025-04-03","SIGE","164","161.966450191207","0","2","55.8540552941297","85.6437566543124","0"
"2025-04-04","SIGE","151","893.617535591214","3","2","66.5794050132671","45.8971210738784","0"
"2025-04-05","SIGE","160","706.301495327644","1","2","61.9393550530265","60.6196383533218","0"
"2025-04-06","SIGE","174","239.857103072636","2","3","47.959992931741","68.51618996517","0"
"2025-04-07","SIGE","208","253.434611383086","3","3","66.4913222935461","52.2132763394545","0"
"2025-04-08","SIGE",NA,"307.351518398277","2","2","42.7824642806278","48.8529011814748","1"
"2025-04-09","SIGE","178","225.099843015177","0","3","55.6143740653781","74.5887998011847","0"
"2025-04-10","SIGE","187","250.009317256538","0","6","37.8196254446103","51.7862169752947","0"
"2025-04-11","SIGE",NA,"245.321551770546","2","5","64.5624790287543","75.542978663321","1"
"2025-04-12","SIGE","185","206.383196204787","3","5","53.6024549567864","66.7382486466983","0"
"2025-04-13","SIGE","190","257.750783179157","0","3","44.061508355329","54.3796822930434","0"
"2025-04-14","SIGE","197","210.087959429279","2","1","49.5018318511727","66.5457851270659","0"
"2025-04-15","SIGE","159","185.629195359249","3","2","36.2569254846496","67.9552126824996","0"
"2025-04-16","SIGE","180","200.415100638627","2","3","70.4574441019032","51.4588810506565","0"
"2025-04-17","SIGE","178","231.226137214588","3","6","39.0108363229306","59.5343444056695","0"
"2025-04-18","SIGE","202",NA,"1","2","67.2907372279519","53.9865945157579","1"
"2025-04-19","SIGE","194","159.243590455368","2","4","43.7735382302902","69.7553281923265","0"
"2025-04-20","SIGE","188","222.236695387533","1","7","42.3034988213978","63.6180454118487","0"
"2025-04-21","SIGE","163","218.347840159455","2","4","39.2654926702048","91.8713152271946","0"
"2025-04-22","SIGE","191","169.741535748342","4","3","43.6162311550692","61.7065818478832","0"
"2025-04-23","SIGE","194","217.097873333972","1","0","44.5197073774051","61.9729915940082","0"
"2025-04-24","SIGE","173","238.125049696879","3","1","52.7269267688386","45.7240475058029","0"
"2025-04-25","SIGE",NA,"297.665359663017","1","4","70.5556500353636","54.0020530554136","1"
"2025-04-26","SIGE","178","211.449612058036","2","2","71.6201875447871","53.847475254856","0"
"2025-04-27","SIGE","178","200.463425411299","1","4","68.4743236431186","35.2344422864116","0"
"2025-04-28","SIGE","184","215.183492717018","0","4","74.2373866621886","39.1146937075752","0"
"2025-04-29","SIGE","161","305.829629953793","4","3","45.6614301924072","39.0446828167595","0"
"2025-04-30","SIGE","182","209.756231250522","4","2","52.3682589733235","60.3683331282911","0"
"2025-05-01","SIGE","173","280.474858611074","4","1","49.1611169452546","54.0652568207881","0"
"2025-05-02","SIGE","202","170.445450170225","4","1","58.4707860647173","68.5393683605042","0"
"2025-05-03","SIGE","189","647.552144825841","4","6","49.1745358181519","47.1090800655029","0"
"2025-05-04","SIGE","187","162.723273850714","3","6","57.1687165253463","59.0173197978977","0"
"2025-05-05","SIGE","177","248.959508962733","3","3","43.4966857828824","49.5647373896042","0"
"2025-05-06","SIGE","173","211.466598961367","0","3","57.405477343108","58.2721799158827","0"
"2025-05-07","SIGE","189","177.471137074853","3","6","59.2904456942833","62.4183996903177","0"
"2025-05-08","SIGE","180","285.649700840395","1","1","48.7937485954717","74.1455244924611","0"
"2025-05-09","SIGE","210","260.194349074928","1","6","65.2421895223254","35.7981550927736","0"
"2025-05-10","SIGE","181","175.124705252901","0","3","37.4572944035244","62.0789123574798","0"
"2025-05-11","SIGE","204","146.49506453653","3","4","70.231093197265","61.2972307174835","0"
"2025-05-12","SIGE","195","146.570341158079","5","1","60.7035356963679","67.1840872443576","0"
"2025-05-13","SIGE","171","173.138211801214","1","0","74.8053185578888","66.0437358815007","0"
"2025-05-14","SIGE","161","376.595723626212","1","6","49.6698734052415","41.1903120401302","0"
"2025-05-15","SIGE","176","798.461136009328","2","2","45.0986591084489","61.8435564806889","0"
"2025-05-16","SIGE","188","244.991087929933","0","0","57.4760015061415","56.6056342486691","0"
"2025-05-17","SIGE","177","276.414266714012","1","4","56.0724345501997","55.5526205542091","0"
"2025-05-18","SIGE","178","206.514878663158","3","0","74.0461380194128","80.199950558465","0"
"2025-05-19","SIGE","174","253.402291744199","2","3","67.4547098449144","75.1816883341352","0"
"2025-05-20","SIGE","181","254.293809982689","2","9","62.1659235142725","82.3719610816736","0"
"2025-05-21","SIGE","172","192.268168349422","1","3","52.34449544914","60.4888443597161","0"
"2025-05-22","SIGE","202","208.252337402121","1","4","59.5697933907839","63.402353159121","0"
"2025-05-23","SIGE","169","113.513421943148","0","3","44.1568736865317","72.6020610561138","0"
"2025-05-24","SIGE","194","311.640120757984","1","3","58.727080784806","61.1576178114754","0"
"2025-05-25","SIGE","211","264.239159529308","2","1","58.7964875338196","77.4891720171126","0"
"2025-05-26","SIGE","167","282.698189586761","1","1","46.9355470284372","61.4785395136458","0"
"2025-05-27","SIGE","171","209.913273218187","1","3","42.5756317638736","73.2398395215595","0"
"2025-05-28","SIGE","194","210.554206432494","0","1","46.5977704361285","33.0930972275614","0"
"2025-05-29","SIGE","181","67.0650916953418","2","3","64.4600281506254","51.616118795925","0"
"2025-05-30","SIGE","177","180.36242919242","3","1","44.4033013104039","50.4064736352763","0"
"2025-05-31","SIGE","176","266.150035611009","4","4","67.1581705397764","64.3799625931642","0"
"2025-06-01","SIGE","178","260.410891625114","3","2","49.9260308554487","62.589367539616","0"
"2025-06-02","SIGE","184","188.74544596187","2","6","46.1498594661212","58.7014573002963","0"
"2025-06-03","SIGE","194","189.898781164324","0","1","51.9565673298363","67.9463497042358","0"
"2025-06-04","SIGE","179","233.390567264412","0","1","68.8543030069008","43.0661580190431","0"
"2025-06-05","SIGE","190","272.818109109627","2","1","54.0970267150836","69.1179494768972","0"
"2025-06-06","SIGE","194","359.029158844518","3","5","54.2595903060292","64.9627253441292","0"
"2025-06-07","SIGE","176","216.793589695022","2","2","44.6987326444475","85.4345722160476","0"
"2025-06-08","SIGE","174","252.652759135482","5","3","45.8969525617237","39.8132579767367","0"
"2025-06-09","SIGE","160","239.817733785459","4","3","64.1374001600848","62.4413890649159","0"
"2025-06-10","SIGE","186","217.255185467143","2","4","42.7757688488803","50.5690754735811","0"
"2025-06-11","SIGE","188","174.749028040179","1","3","44.2965715156403","64.155944542888","0"
"2025-06-12","SIGE","163","171.036355069987","1","1","59.8578580948961","59.9013388076064","0"
"2025-06-13","SIGE","168","113.298763585856","1","4","43.2272974863471","47.4597892248564","0"
"2025-06-14","SIGE","180","167.746604779843","1","3","41.2599776608826","51.2819164792585","0"
"2025-06-15","SIGE","170","234.33354113492","0","5","64.1404458944938","49.7179354112276","0"
"2025-06-16","SIGE","176","546.545574793789","2","2","54.9500202207519","74.7070520344085","0"
"2025-06-17","SIGE","180","181.401560370439","5","3","69.6301552113281","76.014179547979","0"
"2025-06-18","SIGE","167","283.196310093193","1","2","46.8871670151903","76.1621208965009","0"
"2025-06-19","SIGE","197","197.859823419544","3","1","49.5036905528482","46.5144973167051","0"
"2025-06-20","SIGE","166","315.616257484094","0","3","50.017372354768","46.4997507514838","0"
"2025-06-21","SIGE","159","209.009884560151","4","4","54.7508626855574","56.4195579843617","0"
"2025-06-22","SIGE","170","264.232851219885","2","2","61.3360454595843","61.6120880862078","0"
"2025-06-23","SIGE","194","166.421352872115","4","1","55.9562821855986","70.8691207436056","0"
"2025-06-24","SIGE","187","234.093707918379","1","4","34.5664813255089","52.7177352145729","0"
"2025-06-25","SIGE","184","219.349699553329","7","3","54.0113640598682","59.0316108830067","0"
"2025-06-26","SIGE","203","225.9210015113","3","3","64.6935573464238","32.5678322479449","0"
"2025-06-27","SIGE","175","189.575714086793","0","2","67.7021751333618","63.7750753905631","0"
"2025-06-28","SIGE","183","176.148131340743","1","3","55.3941193789976","50.5597328565972","0"
"2025-06-29","SIGE","203",NA,"1","3","55.4062908917632","59.8110523533149","1"
"2025-06-30","SIGE","185","161.150063026873","0","3","72.1939242886009","50.7577047827233","0"
"2025-07-01","SIGE","185","192.333240069558","1","4","63.8794807512439","76.7893671160762","0"
"2025-07-02","SIGE","173","267.517668734827","0","4","46.9904857687397","47.2287663400235","0"
"2025-07-03","SIGE","189","328.263478376206","1","2","54.7964430422172","67.546088071763","0"
"2025-07-04","SIGE","164","216.293302642963","1","3","57.8358762402628","53.0478112913674","0"
"2025-07-05","SIGE","182","156.295455584601","1","4","55.3408057138411","58.8198980859001","0"
"2025-07-06","SIGE","204","135.429342385097","2","1","72.6620759708116","40.1793161614612","0"
"2025-07-07","SIGE","186","290.983472441567","2","3","53.0352217454741","88.6877768126488","0"
"2025-07-08","SIGE","167","253.681616016858","0","2","65.2578912580313","71.2043628053168","0"
"2025-07-09","SIGE","189","225.885331651928","2","6","52.9811152340097","58.0239938115222","0"
"2025-07-10","SIGE","163","181.721777936898","1","3","35.5891148039499","61.6769937512298","0"
"2025-07-11","SIGE","175","277.427478082001","0","3","45.9718949370589","65.2423905109802","0"
"2025-07-12","SIGE","182","266.617298250005","5","6","49.1059780336937","36.6813665203866","0"
"2025-07-13","SIGE","178","208.969172755813","3","4","73.4488373930101","50.687633444064","0"
"2025-07-14","SIGE","203","246.985855704179","3","5","44.8602915707108","64.0291225491282","0"
"2025-07-15","SIGE","190","156.71679390956","1","4","60.8015493504643","46.052290533395","0"
"2025-07-16","SIGE","172","280.373837362896","1","5","46.5841167969807","55.2461279004144","0"
"2025-07-17","SIGE","175","266.163563900265","0","3","43.3594902618091","45.1972844947416","0"
"2025-07-18","SIGE","432","203.607719688716","2","5","58.1300776245016","56.1810746088049","0"
"2025-07-19","SIGE","184","163.520791066435","7","4","60.3653958162105","52.6135902954599","0"
"2025-07-20","SIGE","175","199.821600013198","1","2","68.9172126746191","58.4490231116605","0"
"2025-07-21","SIGE","188","196.93970362998","0","2","55.7005940711968","73.4313131926801","0"
"2025-07-22","SIGE","192","132.286777003426","3","0","56.808109199986","70.5223813690955","0"
"2025-07-23","SIGE","191","254.863971744213","1","3","61.7271753550501","82.6201946960148","0"
"2025-07-24","SIGE","172","266.11481541155","2","4","50.1251429825797","58.6419124746485","0"
"2025-07-25","SIGE","173","167.434026301323","4","4","61.7856363388782","64.1522323928757","0"
"2025-07-26","SIGE","185","243.166261592355","2","3","75.5519726710705","47.0195612045787","0"
"2025-07-27","SIGE","186","209.111772574083","2","2","60.2719803432151","64.2458830531139","0"
"2025-07-28","SIGE","158","266.905470636055","2","2","59.6961638918087","62.4705509526789","0"
"2025-07-29","SIGE","177","250.118380046331","1","1","72.9632846883939","58.7790834361255","0"
"2025-07-30","SIGE","180","135.974252089896","0","4","63.0178360722915","53.8757012816895","0"
"2025-07-31","SIGE","492","213.203384991003","3","1","72.0820652860068","63.4940782776347","0"
"2025-08-01","SIGE","193","140.133819782606","0","2","52.5583139026058","47.4454974908949","0"
"2025-08-02","SIGE","205","308.447759454907","3","3","59.1258473355592","52.2256289610029","0"
"2025-08-03","SIGE","194","229.327105409929","1","1","45.852719487567","43.8703811919829","0"
"2025-08-04","SIGE","192","249.202561258966","3","2","66.1540781984015","74.6644961374399","0"
"2025-08-05","SIGE","175",NA,"0","4","70.0499528376106","42.326205895508","1"
"2025-08-06","SIGE","173","278.863914387199","2","6","62.0243301216475","59.4427384059086","0"
"2025-08-07","SIGE","189","252.491954017403","0","7","59.0760030922582","81.9124632505251","0"
"2025-08-08","SIGE","174","223.219513048797","1","3","62.4351381768118","63.3104420054293","0"
"2025-08-09","SIGE","205","281.755539691231","3","6","63.2465378109812","57.1878331419559","0"
"2025-08-10","SIGE",NA,"804.681620297897","1","0","48.6823727713485","45.4833215489266","1"
"2025-08-11","SIGE","166","257.824979700695","3","5","56.4983780409854","50.0034498059122","0"
"2025-08-12","SIGE","183","219.973124525679","1","4","55.0030652718403","62.8570534983523","0"
"2025-08-13","SIGE","197","185.093215489285","4","6","45.1058370249719","58.431560257847","0"
"2025-08-14","SIGE","171","214.785197019974","2","4","41.8337690943756","52.0272428213035","0"
"2025-08-15","SIGE","173","236.04778537675","6","2","48.1818645782134","73.1820934956553","0"
"2025-08-16","SIGE","169","268.680247040838","1","5","33.7740420975681","62.7066798489942","0"
"2025-08-17","SIGE","187","192.720925876006","4","3","65.3449128763595","57.2979755473547","0"
"2025-08-18","SIGE","180","233.244437566337","0","3","40.4754467601743","81.2889023097085","0"
"2025-08-19","SIGE","204","199.398788818593","0","4","57.7510876193618","60.612469248382","0"
"2025-08-20","SIGE","174","241.728001175741","1","4","65.8388123173739","69.7219016555105","0"
"2025-08-21","SIGE","192","184.132395843181","2","2","63.7810522016407","49.1799332895761","0"
"2025-08-22","SIGE","179","179.255535823671","1","4","52.8443154734825","68.9773453005017","0"
"2025-08-23","SIGE","180",NA,"1","1","39.553616779211","58.6237411430555","1"
